cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
01,AGUASCALIENTES,2024-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01001,AGUASCALIENTES,2,2026-08-09
01,AGUASCALIENTES,2024-10,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,01001,AGUASCALIENTES,1,2026-08-09
01,AGUASCALIENTES,2024-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01006,PABELLÓN DE ARTEAGA,1,2026-08-09
01,AGUASCALIENTES,2024-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01007,RINCÓN DE ROMOS,1,2026-08-09
01,AGUASCALIENTES,2024-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01009,TEPEZALA,2,2026-08-09
01,AGUASCALIENTES,2024-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01011,SAN FRANCISCO DE LOS ROMO,1,2026-08-09
01,AGUASCALIENTES,2024-10,LOCALIZADA_CON_VIDA,HOMBRE,01001,AGUASCALIENTES,33,2026-08-09
01,AGUASCALIENTES,2024-10,LOCALIZADA_CON_VIDA,MUJER,01001,AGUASCALIENTES,19,2026-08-09
01,AGUASCALIENTES,2024-10,LOCALIZADA_CON_VIDA,HOMBRE,01002,ASIENTOS,1,2026-08-09
01,AGUASCALIENTES,2024-10,LOCALIZADA_CON_VIDA,MUJER,01002,ASIENTOS,1,2026-08-09
01,AGUASCALIENTES,2024-10,LOCALIZADA_CON_VIDA,MUJER,01003,CALVILLO,1,2026-08-09
01,AGUASCALIENTES,2024-10,LOCALIZADA_CON_VIDA,HOMBRE,01004,COSÍO,1,2026-08-09
01,AGUASCALIENTES,2024-10,LOCALIZADA_CON_VIDA,HOMBRE,01005,JESÚS MARÍA,7,2026-08-09
01,AGUASCALIENTES,2024-10,LOCALIZADA_CON_VIDA,MUJER,01005,JESÚS MARÍA,3,2026-08-09
01,AGUASCALIENTES,2024-10,LOCALIZADA_CON_VIDA,HOMBRE,01006,PABELLÓN DE ARTEAGA,1,2026-08-09
01,AGUASCALIENTES,2024-10,LOCALIZADA_CON_VIDA,MUJER,01007,RINCÓN DE ROMOS,2,2026-08-09
01,AGUASCALIENTES,2024-10,LOCALIZADA_CON_VIDA,HOMBRE,01011,SAN FRANCISCO DE LOS ROMO,4,2026-08-09
01,AGUASCALIENTES,2024-10,LOCALIZADA_CON_VIDA,MUJER,01011,SAN FRANCISCO DE LOS ROMO,3,2026-08-09
