cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
01,AGUASCALIENTES,2026-04,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01001,AGUASCALIENTES,1,2026-08-09
01,AGUASCALIENTES,2026-04,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01005,JESÚS MARÍA,2,2026-08-09
01,AGUASCALIENTES,2026-04,LOCALIZADA_CON_VIDA,HOMBRE,01001,AGUASCALIENTES,16,2026-08-09
01,AGUASCALIENTES,2026-04,LOCALIZADA_CON_VIDA,MUJER,01001,AGUASCALIENTES,7,2026-08-09
01,AGUASCALIENTES,2026-04,LOCALIZADA_CON_VIDA,MUJER,01003,CALVILLO,1,2026-08-09
01,AGUASCALIENTES,2026-04,LOCALIZADA_CON_VIDA,HOMBRE,01005,JESÚS MARÍA,1,2026-08-09
01,AGUASCALIENTES,2026-04,LOCALIZADA_CON_VIDA,MUJER,01005,JESÚS MARÍA,1,2026-08-09
01,AGUASCALIENTES,2026-04,LOCALIZADA_CON_VIDA,HOMBRE,01006,PABELLÓN DE ARTEAGA,1,2026-08-09
01,AGUASCALIENTES,2026-04,LOCALIZADA_CON_VIDA,MUJER,01006,PABELLÓN DE ARTEAGA,1,2026-08-09
01,AGUASCALIENTES,2026-04,LOCALIZADA_CON_VIDA,HOMBRE,01007,RINCÓN DE ROMOS,2,2026-08-09
01,AGUASCALIENTES,2026-04,LOCALIZADA_CON_VIDA,MUJER,01011,SAN FRANCISCO DE LOS ROMO,1,2026-08-09
01,AGUASCALIENTES,2026-04,LOCALIZADA_SIN_VIDA,HOMBRE,01001,AGUASCALIENTES,2,2026-08-09
02,BAJA CALIFORNIA,2026-04,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02001,ENSENADA,2,2026-08-09
02,BAJA CALIFORNIA,2026-04,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02001,ENSENADA,1,2026-08-09
02,BAJA CALIFORNIA,2026-04,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02002,MEXICALI,2,2026-08-09
02,BAJA CALIFORNIA,2026-04,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02003,TECATE,4,2026-08-09
02,BAJA CALIFORNIA,2026-04,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02003,TECATE,1,2026-08-09
02,BAJA CALIFORNIA,2026-04,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02004,TIJUANA,34,2026-08-09
02,BAJA CALIFORNIA,2026-04,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02004,TIJUANA,9,2026-08-09
02,BAJA CALIFORNIA,2026-04,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02005,PLAYAS DE ROSARITO,1,2026-08-09
02,BAJA CALIFORNIA,2026-04,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02007,SAN QUINTÍN,1,2026-08-09
02,BAJA CALIFORNIA,2026-04,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02007,SAN QUINTÍN,1,2026-08-09
02,BAJA CALIFORNIA,2026-04,LOCALIZADA_CON_VIDA,HOMBRE,02004,TIJUANA,4,2026-08-09
02,BAJA CALIFORNIA,2026-04,LOCALIZADA_CON_VIDA,MUJER,02004,TIJUANA,5,2026-08-09
02,BAJA CALIFORNIA,2026-04,LOCALIZADA_SIN_VIDA,HOMBRE,02004,TIJUANA,3,2026-08-09
03,BAJA CALIFORNIA SUR,2026-04,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,03002,MULEGÉ,2,2026-08-09
03,BAJA CALIFORNIA SUR,2026-04,LOCALIZADA_CON_VIDA,HOMBRE,03001,COMONDÚ,1,2026-08-09
