cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
01,AGUASCALIENTES,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,01001,AGUASCALIENTES,1,2026-08-09
01,AGUASCALIENTES,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01004,COSÍO,1,2026-08-09
01,AGUASCALIENTES,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01005,JESÚS MARÍA,1,2026-08-09
01,AGUASCALIENTES,2025-08,LOCALIZADA_CON_VIDA,HOMBRE,01001,AGUASCALIENTES,7,2026-08-09
01,AGUASCALIENTES,2025-08,LOCALIZADA_CON_VIDA,MUJER,01001,AGUASCALIENTES,8,2026-08-09
01,AGUASCALIENTES,2025-08,LOCALIZADA_CON_VIDA,MUJER,01002,ASIENTOS,1,2026-08-09
01,AGUASCALIENTES,2025-08,LOCALIZADA_CON_VIDA,HOMBRE,01003,CALVILLO,1,2026-08-09
01,AGUASCALIENTES,2025-08,LOCALIZADA_CON_VIDA,MUJER,01006,PABELLÓN DE ARTEAGA,1,2026-08-09
01,AGUASCALIENTES,2025-08,LOCALIZADA_CON_VIDA,MUJER,01011,SAN FRANCISCO DE LOS ROMO,2,2026-08-09
01,AGUASCALIENTES,2025-08,LOCALIZADA_SIN_VIDA,HOMBRE,01001,AGUASCALIENTES,1,2026-08-09
01,AGUASCALIENTES,2025-08,LOCALIZADA_SIN_VIDA,HOMBRE,01005,JESÚS MARÍA,1,2026-08-09
01,AGUASCALIENTES,2025-08,LOCALIZADA_SIN_VIDA,HOMBRE,01007,RINCÓN DE ROMOS,1,2026-08-09
01,AGUASCALIENTES,2025-08,LOCALIZADA_SIN_VIDA,HOMBRE,01008,SAN JOSÉ DE GRACIA,1,2026-08-09
02,BAJA CALIFORNIA,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,,SIN MUNICIPIO DE REFERENCIA,2,2026-08-09
02,BAJA CALIFORNIA,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02001,ENSENADA,4,2026-08-09
02,BAJA CALIFORNIA,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02001,ENSENADA,2,2026-08-09
02,BAJA CALIFORNIA,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02002,MEXICALI,5,2026-08-09
02,BAJA CALIFORNIA,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02003,TECATE,3,2026-08-09
02,BAJA CALIFORNIA,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02004,TIJUANA,54,2026-08-09
02,BAJA CALIFORNIA,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02004,TIJUANA,27,2026-08-09
02,BAJA CALIFORNIA,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02005,PLAYAS DE ROSARITO,2,2026-08-09
02,BAJA CALIFORNIA,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02007,SAN QUINTÍN,4,2026-08-09
02,BAJA CALIFORNIA,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02007,SAN QUINTÍN,1,2026-08-09
02,BAJA CALIFORNIA,2025-08,LOCALIZADA_CON_VIDA,HOMBRE,02002,MEXICALI,1,2026-08-09
02,BAJA CALIFORNIA,2025-08,LOCALIZADA_CON_VIDA,HOMBRE,02004,TIJUANA,5,2026-08-09
02,BAJA CALIFORNIA,2025-08,LOCALIZADA_CON_VIDA,MUJER,02004,TIJUANA,2,2026-08-09
02,BAJA CALIFORNIA,2025-08,LOCALIZADA_CON_VIDA,MUJER,02005,PLAYAS DE ROSARITO,1,2026-08-09
03,BAJA CALIFORNIA SUR,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,03001,COMONDÚ,6,2026-08-09
03,BAJA CALIFORNIA SUR,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,03001,COMONDÚ,2,2026-08-09
03,BAJA CALIFORNIA SUR,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,03002,MULEGÉ,3,2026-08-09
03,BAJA CALIFORNIA SUR,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,03003,LA PAZ,3,2026-08-09
03,BAJA CALIFORNIA SUR,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,03008,LOS CABOS,3,2026-08-09
03,BAJA CALIFORNIA SUR,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,03009,LORETO,2,2026-08-09
03,BAJA CALIFORNIA SUR,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,03009,LORETO,1,2026-08-09
03,BAJA CALIFORNIA SUR,2025-08,LOCALIZADA_CON_VIDA,HOMBRE,03001,COMONDÚ,3,2026-08-09
03,BAJA CALIFORNIA SUR,2025-08,LOCALIZADA_CON_VIDA,MUJER,03002,MULEGÉ,1,2026-08-09
03,BAJA CALIFORNIA SUR,2025-08,LOCALIZADA_CON_VIDA,HOMBRE,03003,LA PAZ,8,2026-08-09
03,BAJA CALIFORNIA SUR,2025-08,LOCALIZADA_CON_VIDA,MUJER,03003,LA PAZ,4,2026-08-09
03,BAJA CALIFORNIA SUR,2025-08,LOCALIZADA_CON_VIDA,HOMBRE,03008,LOS CABOS,5,2026-08-09
03,BAJA CALIFORNIA SUR,2025-08,LOCALIZADA_CON_VIDA,MUJER,03008,LOS CABOS,4,2026-08-09
03,BAJA CALIFORNIA SUR,2025-08,LOCALIZADA_SIN_VIDA,HOMBRE,03001,COMONDÚ,1,2026-08-09
03,BAJA CALIFORNIA SUR,2025-08,LOCALIZADA_SIN_VIDA,HOMBRE,03002,MULEGÉ,1,2026-08-09
04,CAMPECHE,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,04002,CAMPECHE,2,2026-08-09
04,CAMPECHE,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,04003,CARMEN,2,2026-08-09
04,CAMPECHE,2025-08,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,04011,CANDELARIA,1,2026-08-09
04,CAMPECHE,2025-08,LOCALIZADA_CON_VIDA,HOMBRE,04002,CAMPECHE,11,2026-08-09
04,CAMPECHE,2025-08,LOCALIZADA_CON_VIDA,MUJER,04002,CAMPECHE,6,2026-08-09
04,CAMPECHE,2025-08,LOCALIZADA_CON_VIDA,HOMBRE,04003,CARMEN,4,2026-08-09
04,CAMPECHE,2025-08,LOCALIZADA_CON_VIDA,MUJER,04003,CARMEN,2,2026-08-09
04,CAMPECHE,2025-08,LOCALIZADA_CON_VIDA,MUJER,04004,CHAMPOTÓN,2,2026-08-09
04,CAMPECHE,2025-08,LOCALIZADA_CON_VIDA,HOMBRE,04006,HOPELCHÉN,2,2026-08-09
04,CAMPECHE,2025-08,LOCALIZADA_CON_VIDA,HOMBRE,04009,ESCÁRCEGA,3,2026-08-09
04,CAMPECHE,2025-08,LOCALIZADA_CON_VIDA,MUJER,04009,ESCÁRCEGA,2,2026-08-09
04,CAMPECHE,2025-08,LOCALIZADA_CON_VIDA,HOMBRE,04010,CALAKMUL,1,2026-08-09
