cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
01,AGUASCALIENTES,2025-03,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01002,ASIENTOS,1,2026-08-09
01,AGUASCALIENTES,2025-03,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01003,CALVILLO,1,2026-08-09
01,AGUASCALIENTES,2025-03,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01004,COSÍO,1,2026-08-09
01,AGUASCALIENTES,2025-03,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01007,RINCÓN DE ROMOS,2,2026-08-09
01,AGUASCALIENTES,2025-03,LOCALIZADA_CON_VIDA,HOMBRE,01001,AGUASCALIENTES,26,2026-08-09
01,AGUASCALIENTES,2025-03,LOCALIZADA_CON_VIDA,INDETERMINADO,01001,AGUASCALIENTES,1,2026-08-09
01,AGUASCALIENTES,2025-03,LOCALIZADA_CON_VIDA,MUJER,01001,AGUASCALIENTES,22,2026-08-09
01,AGUASCALIENTES,2025-03,LOCALIZADA_CON_VIDA,MUJER,01002,ASIENTOS,1,2026-08-09
01,AGUASCALIENTES,2025-03,LOCALIZADA_CON_VIDA,HOMBRE,01003,CALVILLO,1,2026-08-09
01,AGUASCALIENTES,2025-03,LOCALIZADA_CON_VIDA,HOMBRE,01005,JESÚS MARÍA,3,2026-08-09
01,AGUASCALIENTES,2025-03,LOCALIZADA_CON_VIDA,MUJER,01005,JESÚS MARÍA,2,2026-08-09
01,AGUASCALIENTES,2025-03,LOCALIZADA_CON_VIDA,HOMBRE,01006,PABELLÓN DE ARTEAGA,1,2026-08-09
01,AGUASCALIENTES,2025-03,LOCALIZADA_CON_VIDA,HOMBRE,01007,RINCÓN DE ROMOS,1,2026-08-09
01,AGUASCALIENTES,2025-03,LOCALIZADA_CON_VIDA,MUJER,01007,RINCÓN DE ROMOS,1,2026-08-09
01,AGUASCALIENTES,2025-03,LOCALIZADA_CON_VIDA,MUJER,01009,TEPEZALA,1,2026-08-09
01,AGUASCALIENTES,2025-03,LOCALIZADA_CON_VIDA,HOMBRE,01010,EL LLANO,1,2026-08-09
01,AGUASCALIENTES,2025-03,LOCALIZADA_CON_VIDA,MUJER,01011,SAN FRANCISCO DE LOS ROMO,1,2026-08-09
01,AGUASCALIENTES,2025-03,LOCALIZADA_SIN_VIDA,HOMBRE,01001,AGUASCALIENTES,2,2026-08-09
01,AGUASCALIENTES,2025-03,LOCALIZADA_SIN_VIDA,MUJER,01001,AGUASCALIENTES,1,2026-08-09
02,BAJA CALIFORNIA,2025-03,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02001,ENSENADA,6,2026-08-09
02,BAJA CALIFORNIA,2025-03,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02001,ENSENADA,2,2026-08-09
02,BAJA CALIFORNIA,2025-03,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02002,MEXICALI,5,2026-08-09
02,BAJA CALIFORNIA,2025-03,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02002,MEXICALI,2,2026-08-09
02,BAJA CALIFORNIA,2025-03,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02003,TECATE,5,2026-08-09
02,BAJA CALIFORNIA,2025-03,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02004,TIJUANA,53,2026-08-09
02,BAJA CALIFORNIA,2025-03,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02004,TIJUANA,11,2026-08-09
