cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
01,AGUASCALIENTES,2025-12,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01001,AGUASCALIENTES,2,2026-08-09
01,AGUASCALIENTES,2025-12,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01007,RINCÓN DE ROMOS,1,2026-08-09
01,AGUASCALIENTES,2025-12,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,01008,SAN JOSÉ DE GRACIA,1,2026-08-09
01,AGUASCALIENTES,2025-12,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01011,SAN FRANCISCO DE LOS ROMO,1,2026-08-09
01,AGUASCALIENTES,2025-12,LOCALIZADA_CON_VIDA,HOMBRE,01001,AGUASCALIENTES,4,2026-08-09
01,AGUASCALIENTES,2025-12,LOCALIZADA_CON_VIDA,MUJER,01001,AGUASCALIENTES,6,2026-08-09
01,AGUASCALIENTES,2025-12,LOCALIZADA_CON_VIDA,HOMBRE,01002,ASIENTOS,1,2026-08-09
01,AGUASCALIENTES,2025-12,LOCALIZADA_CON_VIDA,MUJER,01002,ASIENTOS,2,2026-08-09
01,AGUASCALIENTES,2025-12,LOCALIZADA_CON_VIDA,MUJER,01004,COSÍO,2,2026-08-09
01,AGUASCALIENTES,2025-12,LOCALIZADA_CON_VIDA,HOMBRE,01005,JESÚS MARÍA,1,2026-08-09
01,AGUASCALIENTES,2025-12,LOCALIZADA_CON_VIDA,MUJER,01007,RINCÓN DE ROMOS,1,2026-08-09
02,BAJA CALIFORNIA,2025-12,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02002,MEXICALI,8,2026-08-09
02,BAJA CALIFORNIA,2025-12,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02002,MEXICALI,2,2026-08-09
02,BAJA CALIFORNIA,2025-12,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02003,TECATE,1,2026-08-09
02,BAJA CALIFORNIA,2025-12,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02004,TIJUANA,24,2026-08-09
