cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
01,AGUASCALIENTES,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01001,AGUASCALIENTES,7,2026-08-09
01,AGUASCALIENTES,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,01001,AGUASCALIENTES,1,2026-08-09
01,AGUASCALIENTES,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,01003,CALVILLO,1,2026-08-09
01,AGUASCALIENTES,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,01007,RINCÓN DE ROMOS,1,2026-08-09
01,AGUASCALIENTES,2025-10,LOCALIZADA_CON_VIDA,HOMBRE,01001,AGUASCALIENTES,5,2026-08-09
01,AGUASCALIENTES,2025-10,LOCALIZADA_CON_VIDA,MUJER,01001,AGUASCALIENTES,15,2026-08-09
01,AGUASCALIENTES,2025-10,LOCALIZADA_CON_VIDA,HOMBRE,01003,CALVILLO,2,2026-08-09
01,AGUASCALIENTES,2025-10,LOCALIZADA_CON_VIDA,MUJER,01003,CALVILLO,2,2026-08-09
01,AGUASCALIENTES,2025-10,LOCALIZADA_CON_VIDA,HOMBRE,01005,JESÚS MARÍA,3,2026-08-09
01,AGUASCALIENTES,2025-10,LOCALIZADA_CON_VIDA,HOMBRE,01006,PABELLÓN DE ARTEAGA,1,2026-08-09
01,AGUASCALIENTES,2025-10,LOCALIZADA_CON_VIDA,HOMBRE,01007,RINCÓN DE ROMOS,1,2026-08-09
01,AGUASCALIENTES,2025-10,LOCALIZADA_CON_VIDA,MUJER,01007,RINCÓN DE ROMOS,1,2026-08-09
01,AGUASCALIENTES,2025-10,LOCALIZADA_CON_VIDA,HOMBRE,01011,SAN FRANCISCO DE LOS ROMO,1,2026-08-09
01,AGUASCALIENTES,2025-10,LOCALIZADA_SIN_VIDA,MUJER,01001,AGUASCALIENTES,2,2026-08-09
01,AGUASCALIENTES,2025-10,LOCALIZADA_SIN_VIDA,HOMBRE,01005,JESÚS MARÍA,1,2026-08-09
02,BAJA CALIFORNIA,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02001,ENSENADA,3,2026-08-09
02,BAJA CALIFORNIA,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02001,ENSENADA,1,2026-08-09
02,BAJA CALIFORNIA,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02002,MEXICALI,6,2026-08-09
02,BAJA CALIFORNIA,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02002,MEXICALI,5,2026-08-09
02,BAJA CALIFORNIA,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02003,TECATE,1,2026-08-09
02,BAJA CALIFORNIA,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02004,TIJUANA,54,2026-08-09
02,BAJA CALIFORNIA,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02004,TIJUANA,17,2026-08-09
02,BAJA CALIFORNIA,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02005,PLAYAS DE ROSARITO,4,2026-08-09
02,BAJA CALIFORNIA,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02005,PLAYAS DE ROSARITO,2,2026-08-09
02,BAJA CALIFORNIA,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02007,SAN QUINTÍN,1,2026-08-09
02,BAJA CALIFORNIA,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02007,SAN QUINTÍN,1,2026-08-09
02,BAJA CALIFORNIA,2025-10,LOCALIZADA_CON_VIDA,HOMBRE,02002,MEXICALI,1,2026-08-09
02,BAJA CALIFORNIA,2025-10,LOCALIZADA_CON_VIDA,MUJER,02002,MEXICALI,2,2026-08-09
02,BAJA CALIFORNIA,2025-10,LOCALIZADA_CON_VIDA,HOMBRE,02004,TIJUANA,6,2026-08-09
02,BAJA CALIFORNIA,2025-10,LOCALIZADA_CON_VIDA,MUJER,02004,TIJUANA,4,2026-08-09
02,BAJA CALIFORNIA,2025-10,LOCALIZADA_SIN_VIDA,MUJER,02002,MEXICALI,1,2026-08-09
02,BAJA CALIFORNIA,2025-10,LOCALIZADA_SIN_VIDA,HOMBRE,02004,TIJUANA,1,2026-08-09
03,BAJA CALIFORNIA SUR,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,03001,COMONDÚ,1,2026-08-09
03,BAJA CALIFORNIA SUR,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,03002,MULEGÉ,1,2026-08-09
03,BAJA CALIFORNIA SUR,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,03003,LA PAZ,5,2026-08-09
03,BAJA CALIFORNIA SUR,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,03008,LOS CABOS,4,2026-08-09
03,BAJA CALIFORNIA SUR,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,03009,LORETO,3,2026-08-09
03,BAJA CALIFORNIA SUR,2025-10,LOCALIZADA_CON_VIDA,MUJER,03001,COMONDÚ,2,2026-08-09
03,BAJA CALIFORNIA SUR,2025-10,LOCALIZADA_CON_VIDA,HOMBRE,03003,LA PAZ,14,2026-08-09
03,BAJA CALIFORNIA SUR,2025-10,LOCALIZADA_CON_VIDA,MUJER,03003,LA PAZ,7,2026-08-09
03,BAJA CALIFORNIA SUR,2025-10,LOCALIZADA_CON_VIDA,HOMBRE,03008,LOS CABOS,2,2026-08-09
03,BAJA CALIFORNIA SUR,2025-10,LOCALIZADA_CON_VIDA,MUJER,03008,LOS CABOS,7,2026-08-09
03,BAJA CALIFORNIA SUR,2025-10,LOCALIZADA_SIN_VIDA,HOMBRE,03001,COMONDÚ,2,2026-08-09
04,CAMPECHE,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,04001,CALKINÍ,1,2026-08-09
04,CAMPECHE,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,04002,CAMPECHE,1,2026-08-09
04,CAMPECHE,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,04002,CAMPECHE,1,2026-08-09
04,CAMPECHE,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,04003,CARMEN,2,2026-08-09
04,CAMPECHE,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,04003,CARMEN,1,2026-08-09
04,CAMPECHE,2025-10,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,04009,ESCÁRCEGA,1,2026-08-09
04,CAMPECHE,2025-10,LOCALIZADA_CON_VIDA,MUJER,04001,CALKINÍ,1,2026-08-09
04,CAMPECHE,2025-10,LOCALIZADA_CON_VIDA,HOMBRE,04002,CAMPECHE,10,2026-08-09
04,CAMPECHE,2025-10,LOCALIZADA_CON_VIDA,MUJER,04002,CAMPECHE,12,2026-08-09
