cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
02,BAJA CALIFORNIA,2025-12,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02002,MEXICALI,8,2026-08-09
02,BAJA CALIFORNIA,2025-12,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02002,MEXICALI,2,2026-08-09
02,BAJA CALIFORNIA,2025-12,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02003,TECATE,1,2026-08-09
02,BAJA CALIFORNIA,2025-12,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02004,TIJUANA,24,2026-08-09
02,BAJA CALIFORNIA,2025-12,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,02004,TIJUANA,7,2026-08-09
02,BAJA CALIFORNIA,2025-12,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,02005,PLAYAS DE ROSARITO,3,2026-08-09
02,BAJA CALIFORNIA,2025-12,LOCALIZADA_CON_VIDA,MUJER,02002,MEXICALI,1,2026-08-09
02,BAJA CALIFORNIA,2025-12,LOCALIZADA_CON_VIDA,HOMBRE,02004,TIJUANA,7,2026-08-09
02,BAJA CALIFORNIA,2025-12,LOCALIZADA_CON_VIDA,MUJER,02004,TIJUANA,2,2026-08-09
02,BAJA CALIFORNIA,2025-12,LOCALIZADA_SIN_VIDA,HOMBRE,02002,MEXICALI,1,2026-08-09
02,BAJA CALIFORNIA,2025-12,LOCALIZADA_SIN_VIDA,HOMBRE,02004,TIJUANA,1,2026-08-09
