cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,30004,ACTOPAN,1,2026-07-20
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,30028,BOCA DEL RÍO,1,2026-07-20
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,30039,COATZACOALCOS,2,2026-07-20
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,30039,COATZACOALCOS,2,2026-07-20
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,30044,CÓRDOBA,3,2026-07-20
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,30072,HUAYACOCOTLA,1,2026-07-20
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,30087,XALAPA,1,2026-07-20
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,30087,XALAPA,1,2026-07-20
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,30123,PÁNUCO,1,2026-07-20
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,30131,POZA RICA DE HIDALGO,1,2026-07-20
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,30131,POZA RICA DE HIDALGO,1,2026-07-20
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,30133,PUEBLO VIEJO,1,2026-07-20
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,30138,RÍO BLANCO,1,2026-07-20
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,30148,SOLEDAD DE DOBLADO,1,2026-07-20
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,30173,TEZONAPA,2,2026-07-20
30,VERACRUZ,2024-07,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,30193,VERACRUZ,7,2026-07-20
