cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
17,MORELOS,2026-02,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,17007,CUERNAVACA,3,2026-08-09
17,MORELOS,2026-02,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,17007,CUERNAVACA,1,2026-08-09
17,MORELOS,2026-02,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,17008,EMILIANO ZAPATA,1,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,HOMBRE,17004,AYALA,4,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,MUJER,17004,AYALA,1,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,HOMBRE,17006,CUAUTLA,4,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,MUJER,17006,CUAUTLA,1,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,HOMBRE,17007,CUERNAVACA,9,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,MUJER,17007,CUERNAVACA,3,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,HOMBRE,17008,EMILIANO ZAPATA,1,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,MUJER,17008,EMILIANO ZAPATA,1,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,HOMBRE,17010,JANTETELCO,3,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,HOMBRE,17011,JIUTEPEC,2,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,MUJER,17011,JIUTEPEC,4,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,HOMBRE,17017,PUENTE DE IXTLA,1,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,HOMBRE,17018,TEMIXCO,3,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,MUJER,17018,TEMIXCO,2,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,MUJER,17020,TEPOZTLÁN,3,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,HOMBRE,17024,TLALTIZAPÁN,1,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,MUJER,17024,TLALTIZAPÁN,2,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,MUJER,17025,TLAQUILTENANGO,1,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,HOMBRE,17028,XOCHITEPEC,1,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,MUJER,17030,YECAPIXTLA,1,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,HOMBRE,17031,ZACATEPEC DE HIDALGO,1,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_CON_VIDA,MUJER,17031,ZACATEPEC DE HIDALGO,1,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_SIN_VIDA,HOMBRE,17007,CUERNAVACA,2,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_SIN_VIDA,MUJER,17007,CUERNAVACA,1,2026-08-09
17,MORELOS,2026-02,LOCALIZADA_SIN_VIDA,HOMBRE,17018,TEMIXCO,1,2026-08-09
