cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
12,GUERRERO,2025-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,,SIN MUNICIPIO DE REFERENCIA,1,2026-08-09
12,GUERRERO,2025-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,12001,ACAPULCO DE JUÁREZ,5,2026-08-09
12,GUERRERO,2025-06,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,12001,ACAPULCO DE JUÁREZ,1,2026-08-09
12,GUERRERO,2025-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,12008,ATENANGO DEL RÍO,1,2026-08-09
12,GUERRERO,2025-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,12012,AYUTLA DE LOS LIBRES,1,2026-08-09
12,GUERRERO,2025-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,12027,CUTZAMALA DE PINZÓN,1,2026-08-09
12,GUERRERO,2025-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,12029,CHILPANCINGO DE LOS BRAVO,2,2026-08-09
12,GUERRERO,2025-06,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,12029,CHILPANCINGO DE LOS BRAVO,1,2026-08-09
12,GUERRERO,2025-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,12030,FLORENCIO VILLARREAL,1,2026-08-09
12,GUERRERO,2025-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,12038,JOSÉ AZUETA,1,2026-08-09
12,GUERRERO,2025-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,12043,METLATÓNOC,1,2026-08-09
12,GUERRERO,2025-06,DESAPARECIDA_O_NO_LOCALIZADA,HOMBRE,12055,TAXCO DE ALARCÓN,1,2026-08-09
12,GUERRERO,2025-06,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,12057,TÉCPAN DE GALEANA,1,2026-08-09
12,GUERRERO,2025-06,DESAPARECIDA_O_NO_LOCALIZADA,MUJER,12076,ACATEPEC,1,2026-08-09
12,GUERRERO,2025-06,LOCALIZADA_CON_VIDA,HOMBRE,12001,ACAPULCO DE JUÁREZ,3,2026-08-09
12,GUERRERO,2025-06,LOCALIZADA_CON_VIDA,MUJER,12001,ACAPULCO DE JUÁREZ,2,2026-08-09
12,GUERRERO,2025-06,LOCALIZADA_CON_VIDA,HOMBRE,12029,CHILPANCINGO DE LOS BRAVO,1,2026-08-09
12,GUERRERO,2025-06,LOCALIZADA_CON_VIDA,MUJER,12035,IGUALA DE LA INDEPENDENCIA,2,2026-08-09
12,GUERRERO,2025-06,LOCALIZADA_CON_VIDA,MUJER,12044,MOCHITLÁN,1,2026-08-09
12,GUERRERO,2025-06,LOCALIZADA_CON_VIDA,HOMBRE,12058,TELOLOAPAN,1,2026-08-09
12,GUERRERO,2025-06,LOCALIZADA_SIN_VIDA,HOMBRE,12001,ACAPULCO DE JUÁREZ,1,2026-08-09
12,GUERRERO,2025-06,LOCALIZADA_SIN_VIDA,HOMBRE,12035,IGUALA DE LA INDEPENDENCIA,1,2026-08-09
12,GUERRERO,2025-06,LOCALIZADA_SIN_VIDA,HOMBRE,12075,EDUARDO NERI,1,2026-08-09
