cve_entidad,entidad,periodo,categoria,sexo,cve_municipio,municipio,conteo,consultado_en
31,YUCATAN,SIN_FECHA,DESAPARECIDA_O_NO_LOCALIZADA,,,,5,2026-08-09
31,YUCATAN,SIN_FECHA,LOCALIZADA_CON_VIDA,,,,637,2026-08-09
31,YUCATAN,SIN_FECHA,LOCALIZADA_SIN_VIDA,,,,8,2026-08-09
